hour,weekday,month,is_weekend,Pickup Location,demand
0,0,8,0,Vaishali,1
0,0,8,0,Vasant Kunj,1
0,0,9,0,Ardee City,1
0,0,9,0,Dwarka Sector 21,1
0,0,9,0,Faridabad Sector 15,1
0,0,9,0,GTB Nagar,1
0,0,9,0,Ghaziabad,1
0,0,9,0,Greater Kailash,1
0,0,9,0,INA Market,1
0,0,9,0,Khandsa,1
0,0,9,0,Malviya Nagar,1
0,0,9,0,Model Town,1
0,0,9,0,New Delhi Railway Station,1
0,0,9,0,Noida Sector 62,1
0,0,9,0,Paschim Vihar,1
0,0,9,0,Patel Chowk,1
0,0,9,0,Rithala,1
0,0,9,0,Rohini East,1
0,0,10,0,AIIMS,1
0,0,10,0,Keshav Puram,1
0,0,10,0,Khan Market,1
0,0,10,0,MG Road,1
0,0,10,0,Malviya Nagar,1
0,0,10,0,Palam Vihar,1
0,0,10,0,RK Puram,1
0,0,11,0,Ardee City,1
0,0,11,0,Bhikaji Cama Place,1
0,0,11,0,Civil Lines Gurgaon,1
0,0,11,0,Indraprastha,1
0,0,11,0,Noida Extension,1
0,0,11,0,Paharganj,1
0,0,11,0,Saket A Block,1
0,0,11,0,Sikanderpur,1
0,0,12,0,Ardee City,1
0,0,12,0,Badshahpur,1
0,0,12,0,DLF City Court,1
0,0,12,0,Dwarka Sector 21,1
0,0,12,0,Hauz Rani,1
0,0,12,0,Inderlok,1
0,0,12,0,Mehrauli,1
0,0,12,0,Moti Nagar,1
0,0,12,0,Paharganj,3
0,0,12,0,Pataudi Chowk,1
0,0,12,0,Pitampura,1
0,0,12,0,Rohini East,1
0,1,1,0,Ashok Vihar,1
0,1,1,0,Dilshad Garden,1
0,1,1,0,Kashmere Gate ISBT,1
0,1,1,0,Kaushambi,1
0,1,1,0,Mansarovar Park,1
0,1,1,0,Narsinghpur,1
0,1,1,0,Sarai Kale Khan,1
0,1,1,0,Shahdara,1
0,1,1,0,South Extension,1
0,1,1,0,Tilak Nagar,1
0,1,2,0,Chirag Delhi,1
0,1,2,0,IGI Airport,1
0,1,2,0,Kashmere Gate ISBT,1
0,1,2,0,Khandsa,1
0,1,2,0,Okhla,1
0,1,2,0,Pataudi Chowk,1
0,1,2,0,Patel Chowk,1
0,1,2,0,Saket A Block,1
0,1,2,0,Seelampur,1
0,1,2,0,Yamuna Bank,1
0,1,3,0,Ashok Park Main,1
0,1,3,0,IMT Manesar,1
0,1,3,0,Meerut,1
0,1,3,0,Noida Extension,1
0,1,3,0,Seelampur,1
0,1,3,0,Udyog Vihar Phase 4,1
0,1,4,0,Ashok Vihar,1
0,1,4,0,Jhilmil,1
0,1,4,0,Kaushambi,1
0,1,4,0,Nirman Vihar,1
0,1,4,0,Rohini West,1
0,1,4,0,Sarojini Nagar,1
0,1,4,0,Shastri Nagar,1
0,1,4,0,Shivaji Park,1
0,1,4,0,Tilak Nagar,1
0,1,4,0,Vidhan Sabha,1
0,1,5,0,Arjangarh,1
0,1,5,0,Civil Lines Gurgaon,1
0,1,5,0,Faridabad Sector 15,1
0,1,5,0,Gurgaon Sector 29,1
0,1,5,0,IMT Manesar,1
0,1,5,0,Keshav Puram,1
0,1,5,0,Maidan Garhi,1
0,1,5,0,Rithala,1
0,1,5,0,Samaypur Badli,1
0,1,6,0,Basai Dhankot,1
0,1,6,0,Bhiwadi,2
0,1,6,0,Huda City Centre,1
0,1,6,0,Jasola,1
0,1,6,0,Pulbangash,1
0,1,6,0,Subhash Nagar,1
0,1,6,0,Tughlakabad,1
0,1,7,0,Ambience Mall,1
0,1,7,0,Anand Vihar,1
0,1,7,0,Bhikaji Cama Place,1
0,1,7,0,Govindpuri,1
0,1,7,0,Inderlok,1
0,1,7,0,Karkarduma,1
0,1,7,0,Mansarovar Park,1
0,1,7,0,Mehrauli,1
0,1,7,0,Noida Sector 18,1
0,1,7,0,Pitampura,1
0,1,7,0,Pulbangash,1
0,1,7,0,Shahdara,1
0,1,7,0,Shastri Nagar,1
0,1,7,0,Sushant Lok,1
0,1,8,0,Dwarka Sector 21,1
0,1,8,0,Ghitorni Village,1
0,1,8,0,IGNOU Road,1
0,1,8,0,Mayur Vihar,1
0,1,8,0,Noida Film City,1
0,1,8,0,Sadar Bazar Gurgaon,1
0,1,8,0,Satguru Ram Singh Marg,1
0,1,8,0,Shahdara,1
0,1,8,0,Vatika Chowk,1
0,1,9,0,Aya Nagar,1
0,1,9,0,Badarpur,1
0,1,9,0,Chanakyapuri,1
0,1,9,0,Chandni Chowk,1
0,1,9,0,Gwal Pahari,1
0,1,9,0,India Gate,1
0,1,9,0,Nawada,1
0,1,9,0,Vatika Chowk,1
0,1,10,0,Adarsh Nagar,1
0,1,10,0,Botanical Garden,1
0,1,10,0,Chhatarpur,1
0,1,10,0,Dwarka Sector 21,1
0,1,10,0,Green Park,1
0,1,10,0,IFFCO Chowk,1
0,1,10,0,Jama Masjid,1
0,1,10,0,Kalkaji,1
0,1,10,0,Qutub Minar,1
0,1,10,0,Saket,1
0,1,10,0,Shastri Park,1
0,1,10,0,Sonipat,1
0,1,11,0,Anand Vihar,1
0,1,11,0,Ashok Park Main,1
0,1,11,0,Chhatarpur,1
0,1,11,0,Cyber Hub,1
0,1,11,0,Golf Course Road,1
0,1,11,0,Greater Noida,1
0,1,11,0,India Gate,1
0,1,11,0,Kashmere Gate ISBT,1
0,1,11,0,Rohini,1
0,1,11,0,Sarai Kale Khan,1
0,1,11,0,Seelampur,1
0,1,11,0,Shivaji Park,1
0,1,12,0,Chanakyapuri,1
0,1,12,0,Civil Lines Gurgaon,1
0,1,12,0,Noida Film City,1
0,2,1,0,Govindpuri,1
0,2,1,0,Greater Kailash,1
0,2,1,0,Gurgaon Railway Station,1
0,2,1,0,Janakpuri,1
0,2,1,0,Kaushambi,1
0,2,1,0,Mayur Vihar,1
0,2,1,0,Noida Extension,1
0,2,1,0,Pitampura,1
0,2,1,0,Shastri Park,1
0,2,1,0,South Extension,1
0,2,1,0,Sultanpur,1
0,2,1,0,Vasant Kunj,1
0,2,2,0,Ambience Mall,1
0,2,2,0,Botanical Garden,1
0,2,2,0,Ghitorni Village,1
0,2,2,0,Green Park,1
0,2,2,0,Gurgaon Railway Station,1
0,2,2,0,India Gate,1
0,2,2,0,Indirapuram,2
0,2,2,0,Kanhaiya Nagar,1
0,2,2,0,Kirti Nagar,1
0,2,2,0,Noida Film City,1
0,2,2,0,Paschim Vihar,1
0,2,2,0,Sohna Road,1
0,2,2,0,Sushant Lok,1
0,2,3,0,Ashok Park Main,1
0,2,3,0,Bahadurgarh,2
0,2,3,0,Botanical Garden,1
0,2,3,0,DLF City Court,1
0,2,3,0,GTB Nagar,1
0,2,3,0,Ghaziabad,1
0,2,3,0,Greater Noida,1
0,2,3,0,Janakpuri,1
0,2,3,0,RK Puram,1
0,2,3,0,Rithala,1
0,2,3,0,Rohini,1
0,2,3,0,Sultanpur,1
0,2,3,0,Udyog Bhawan,1
0,2,4,0,Anand Vihar ISBT,1
0,2,4,0,Chirag Delhi,1
0,2,4,0,Hero Honda Chowk,1
0,2,4,0,Jama Masjid,1
0,2,4,0,Jasola,1
0,2,4,0,Kherki Daula Toll,1
0,2,4,0,Malviya Nagar,1
0,2,4,0,Mansarovar Park,1
0,2,4,0,Tilak Nagar,1
0,2,4,0,Vasant Kunj,1
0,2,5,0,Ardee City,1
0,2,5,0,Basai Dhankot,1
0,2,5,0,GTB Nagar,1
0,2,5,0,Govindpuri,1
0,2,5,0,Kalkaji,1
0,2,5,0,MG Road,1
0,2,5,0,Noida Film City,1
0,2,5,0,Seelampur,1
0,2,5,0,Udyog Vihar Phase 4,1
0,2,6,0,Ghitorni Village,1
0,2,6,0,Nehru Place,1
0,2,6,0,Shastri Nagar,1
0,2,6,0,Sohna Road,1
0,2,6,0,Vaishali,1
0,2,7,0,Aya Nagar,1
0,2,7,0,Karkarduma,1
0,2,7,0,Kashmere Gate ISBT,1
0,2,7,0,Khandsa,1
0,2,7,0,Palam Vihar,1
0,2,7,0,Sarojini Nagar,1
0,2,7,0,Sohna Road,1
0,2,8,0,Anand Vihar ISBT,1
0,2,8,0,Barakhamba Road,1
0,2,8,0,Kirti Nagar,1
0,2,8,0,Old Gurgaon,1
0,2,8,0,Pataudi Chowk,1
0,2,8,0,Patel Chowk,3
0,2,8,0,Peeragarhi,1
0,2,8,0,Pulbangash,1
0,2,8,0,Shastri Park,1
0,2,9,0,Ardee City,1
0,2,9,0,Bahadurgarh,1
0,2,9,0,Connaught Place,1
0,2,9,0,DLF Phase 3,1
0,2,9,0,Kashmere Gate,1
0,2,9,0,Kashmere Gate ISBT,1
0,2,9,0,Lok Kalyan Marg,1
0,2,9,0,Moti Nagar,1
0,2,9,0,Palam Vihar,1
0,2,9,0,Udyog Vihar Phase 4,1
0,2,9,0,Vidhan Sabha,1
0,2,10,0,Anand Vihar ISBT,1
0,2,10,0,Bhikaji Cama Place,1
0,2,10,0,Dilshad Garden,1
0,2,10,0,Greater Kailash,1
0,2,10,0,Green Park,1
0,2,10,0,Kadarpur,1
0,2,10,0,Kalkaji,1
0,2,10,0,Khandsa,1
0,2,10,0,Mehrauli,1
0,2,10,0,Moti Nagar,1
0,2,10,0,Old Gurgaon,1
0,2,10,0,Patel Chowk,1
0,2,10,0,Punjabi Bagh,1
0,2,10,0,Yamuna Bank,1
0,2,11,0,Aya Nagar,1
0,2,11,0,Ghaziabad,1
0,2,11,0,Ghitorni Village,1
0,2,11,0,Gurgaon Railway Station,1
0,2,11,0,Janakpuri,1
0,2,11,0,Kaushambi,1
0,2,11,0,Palam Vihar,1
0,2,11,0,Tagore Garden,1
0,2,11,0,Udyog Vihar Phase 4,1
0,2,11,0,Vidhan Sabha,1
0,2,12,0,Ashok Park Main,1
0,2,12,0,Ashram,1
0,2,12,0,Azadpur,1
0,2,12,0,Madipur,1
0,2,12,0,Manesar,1
0,2,12,0,Noida Extension,1
0,2,12,0,Patel Chowk,1
0,2,12,0,Saidulajab,1
0,2,12,0,Tagore Garden,1
0,2,12,0,Udyog Vihar Phase 4,1
0,2,12,0,Vatika Chowk,1
0,3,1,0,Badarpur,1
0,3,1,0,Chhatarpur,1
0,3,1,0,DLF Phase 3,1
0,3,1,0,Delhi Gate,1
0,3,1,0,Karol Bagh,1
0,3,1,0,Lajpat Nagar,1
0,3,1,0,Moolchand,1
0,3,1,0,Moti Nagar,1
0,3,1,0,Pulbangash,1
0,3,1,0,Shastri Park,1
0,3,1,0,Sikanderpur,1
0,3,1,0,Vinobapuri,1
0,3,2,0,Adarsh Nagar,1
0,3,2,0,Ambience Mall,1
0,3,2,0,Bahadurgarh,1
0,3,2,0,Barakhamba Road,1
0,3,2,0,DLF Phase 3,1
0,3,2,0,ITO,1
0,3,2,0,Karol Bagh,1
0,3,2,0,Lajpat Nagar,1
0,3,2,0,Malviya Nagar,1
0,3,2,0,Mundka,1
0,3,3,0,ITO,1
0,3,3,0,Laxmi Nagar,1
0,3,3,0,Maidan Garhi,1
0,3,3,0,Malviya Nagar,1
0,3,3,0,Nehru Place,1
0,3,3,0,Samaypur Badli,1
0,3,4,0,Faridabad Sector 15,1
0,3,4,0,IMT Manesar,1
0,3,4,0,Kadarpur,1
0,3,4,0,Lok Kalyan Marg,1
0,3,4,0,Patel Chowk,1
0,3,4,0,Rajiv Chowk,1
0,3,4,0,Rajouri Garden,1
0,3,4,0,Subhash Nagar,1
0,3,4,0,Sultanpur,1
0,3,4,0,Vishwavidyalaya,1
0,3,5,0,Barakhamba Road,1
0,3,5,0,Golf Course Road,1
0,3,5,0,Greater Noida,1
0,3,5,0,Gurgaon Railway Station,1
0,3,5,0,Hauz Rani,1
0,3,5,0,IGNOU Road,1
0,3,5,0,INA Market,2
0,3,5,0,Meerut,2
0,3,5,0,Mehrauli,1
0,3,5,0,Noida Sector 18,1
0,3,5,0,Rohini,1
0,3,5,0,Saidulajab,1
0,3,5,0,Seelampur,1
0,3,5,0,Shahdara,1
0,3,5,0,Shastri Park,1
0,3,5,0,Subhash Chowk,1
0,3,5,0,Tagore Garden,1
0,3,5,0,Tughlakabad,1
0,3,5,0,Uttam Nagar,1
0,3,6,0,Ardee City,1
0,3,6,0,Huda City Centre,1
0,3,6,0,Inderlok,1
0,3,6,0,Munirka,1
0,3,6,0,Rithala,1
0,3,6,0,Seelampur,1
0,3,7,0,Badarpur,1
0,3,7,0,IIT Delhi,1
0,3,7,0,Indirapuram,1
0,3,7,0,Jahangirpuri,1
0,3,7,0,Janakpuri,1
0,3,7,0,Kaushambi,1
0,3,7,0,Khan Market,1
0,3,7,0,Laxmi Nagar,1
0,3,7,0,Madipur,1
0,3,7,0,Moti Nagar,1
0,3,7,0,New Delhi Railway Station,1
0,3,7,0,Old Gurgaon,1
0,3,7,0,Vatika Chowk,1
0,3,7,0,Yamuna Bank,1
0,3,8,0,Chirag Delhi,1
0,3,8,0,IIT Delhi,1
0,3,8,0,Kadarpur,1
0,3,8,0,Patel Chowk,1
0,3,8,0,Raj Nagar Extension,1
0,3,8,0,Rithala,1
0,3,8,0,Sonipat,1
0,3,9,0,Anand Vihar ISBT,1
0,3,9,0,Barakhamba Road,1
0,3,9,0,Ghitorni Village,1
0,3,9,0,Golf Course Road,1
0,3,9,0,IGI Airport,1
0,3,9,0,ITO,1
0,3,9,0,Karol Bagh,1
0,3,9,0,Ramesh Nagar,1
0,3,9,0,Seelampur,1
0,3,9,0,Shivaji Park,1
0,3,10,0,Bhiwadi,1
0,3,10,0,Delhi Gate,1
0,3,10,0,GTB Nagar,1
0,3,10,0,Gurgaon Sector 29,1
0,3,10,0,Karkarduma,1
0,3,10,0,Kashmere Gate ISBT,1
0,3,10,0,Noida Sector 18,1
0,3,10,0,Palam Vihar,1
0,3,10,0,Qutub Minar,1
0,3,10,0,Welcome,1
0,3,11,0,Basai Dhankot,1
0,3,11,0,Delhi Gate,1
0,3,11,0,ITO,1
0,3,11,0,Inderlok,1
0,3,11,0,Jahangirpuri,1
0,3,11,0,Kadarpur,1
0,3,11,0,Noida Film City,1
0,3,11,0,Panchsheel Park,1
0,3,11,0,Rajiv Nagar,1
0,3,11,0,Saket A Block,1
0,3,11,0,Uttam Nagar,1
0,3,12,0,Barakhamba Road,1
0,3,12,0,Ghitorni Village,1
0,3,12,0,Gwal Pahari,1
0,3,12,0,Karol Bagh,1
0,3,12,0,Khan Market,1
0,3,12,0,Mandi House,1
0,3,12,0,Rajouri Garden,1
0,3,12,0,Ramesh Nagar,1
0,3,12,0,Saket A Block,1
0,3,12,0,Shastri Nagar,1
0,4,1,0,Badarpur,1
0,4,1,0,Ghitorni,1
0,4,1,0,Gurgaon Sector 56,1
0,4,1,0,Noida Film City,1
0,4,1,0,Noida Sector 18,1
0,4,2,0,Hero Honda Chowk,1
0,4,2,0,IFFCO Chowk,1
0,4,2,0,Mayur Vihar,1
0,4,2,0,Meerut,1
0,4,2,0,Paharganj,1
0,4,2,0,Shivaji Park,1
0,4,2,0,Udyog Vihar Phase 4,1
0,4,3,0,Gwal Pahari,1
0,4,3,0,Indraprastha,1
0,4,3,0,MG Road,1
0,4,3,0,Manesar,1
0,4,3,0,Nirman Vihar,1
0,4,3,0,Panchsheel Park,1
0,4,3,0,Rithala,1
0,4,3,0,Tughlakabad,1
0,4,4,0,Basai Dhankot,1
0,4,4,0,Botanical Garden,1
0,4,4,0,DLF City Court,1
0,4,4,0,Laxmi Nagar,1
0,4,4,0,Maidan Garhi,1
0,4,4,0,Nawada,1
0,4,4,0,Old Gurgaon,1
0,4,4,0,Pitampura,1
0,4,4,0,Pragati Maidan,1
0,4,4,0,Seelampur,1
0,4,4,0,Shahdara,1
0,4,5,0,Adarsh Nagar,1
0,4,5,0,Basai Dhankot,1
0,4,5,0,DLF Phase 3,1
0,4,5,0,Jama Masjid,1
0,4,5,0,Kashmere Gate ISBT,1
0,4,5,0,Moolchand,1
0,4,5,0,Noida Extension,1
0,4,5,0,Noida Film City,1
0,4,5,0,Pataudi Chowk,1
0,4,5,0,Shivaji Park,1
0,4,5,0,Sonipat,1
0,4,6,0,Ashok Vihar,1
0,4,6,0,Chanakyapuri,1
0,4,6,0,Jahangirpuri,1
0,4,6,0,Jama Masjid,1
0,4,6,0,Kalkaji,1
0,4,6,0,Kashmere Gate ISBT,1
0,4,6,0,Moolchand,1
0,4,6,0,Paharganj,1
0,4,6,0,Qutub Minar,1
0,4,6,0,Shastri Park,1
0,4,7,0,Bhikaji Cama Place,1
0,4,7,0,Chanakyapuri,1
0,4,7,0,Dwarka Mor,1
0,4,7,0,Huda City Centre,1
0,4,7,0,Jor Bagh,1
0,4,7,0,Moti Nagar,1
0,4,7,0,Noida Extension,1
0,4,7,0,Vaishali,1
0,4,7,0,Vasant Kunj,1
0,4,8,0,Akshardham,1
0,4,8,0,Jahangirpuri,1
0,4,8,0,Karkarduma,1
0,4,8,0,MG Road,1
0,4,8,0,Panchsheel Park,1
0,4,8,0,Vinobapuri,1
0,4,9,0,Model Town,1
0,4,9,0,Moti Nagar,1
0,4,9,0,Okhla,1
0,4,9,0,Pitampura,1
0,4,9,0,Saket A Block,1
0,4,9,0,Subhash Chowk,1
0,4,10,0,Adarsh Nagar,1
0,4,10,0,Ashok Vihar,1
0,4,10,0,Bhiwadi,1
0,4,10,0,Delhi Gate,1
0,4,10,0,Greater Noida,1
0,4,10,0,Jama Masjid,1
0,4,10,0,Karol Bagh,1
0,4,10,0,Noida Film City,1
0,4,10,0,Rithala,1
0,4,10,0,Rohini East,1
0,4,10,0,Tagore Garden,1
0,4,11,0,Ashok Park Main,1
0,4,11,0,Ashok Vihar,1
0,4,11,0,Connaught Place,1
0,4,11,0,Kashmere Gate ISBT,1
0,4,11,0,Keshav Puram,1
0,4,11,0,Kirti Nagar,1
0,4,11,0,Laxmi Nagar,1
0,4,11,0,Patel Chowk,1
0,4,11,0,Sadar Bazar Gurgaon,1
0,4,11,0,Sultanpur,1
0,4,11,0,Uttam Nagar,1
0,4,12,0,Cyber Hub,1
0,4,12,0,Ghitorni,1
0,4,12,0,Hauz Khas,1
0,4,12,0,Pitampura,1
0,4,12,0,Pragati Maidan,1
0,4,12,0,Rajiv Nagar,1
0,4,12,0,Rohini West,2
0,4,12,0,Sadar Bazar Gurgaon,1
0,4,12,0,Saket A Block,1
0,4,12,0,Satguru Ram Singh Marg,1
0,4,12,0,Uttam Nagar,1
0,5,1,1,Dilshad Garden,1
0,5,1,1,Greater Noida,2
0,5,1,1,Meerut,1
0,5,1,1,Mundka,1
0,5,1,1,Pragati Maidan,1
0,5,1,1,Sadar Bazar Gurgaon,1
0,5,1,1,Uttam Nagar,1
0,5,2,1,Civil Lines Gurgaon,1
0,5,2,1,Delhi Gate,1
0,5,2,1,Green Park,1
0,5,2,1,Kalkaji,1
0,5,2,1,Moti Nagar,1
0,5,2,1,Nawada,1
0,5,2,1,Nehru Place,1
0,5,2,1,New Colony,1
0,5,2,1,Saket,1
0,5,2,1,Sultanpur,1
0,5,2,1,Tagore Garden,1
0,5,3,1,Bhikaji Cama Place,1
0,5,3,1,Chirag Delhi,1
0,5,3,1,Inderlok,1
0,5,3,1,Jhilmil,1
0,5,3,1,Khan Market,1
0,5,3,1,Lok Kalyan Marg,1
0,5,3,1,Nirman Vihar,1
0,5,3,1,Paschim Vihar,1
0,5,3,1,Pulbangash,1
0,5,3,1,Raj Nagar Extension,1
0,5,4,1,Arjangarh,1
0,5,4,1,Chandni Chowk,1
0,5,4,1,Hauz Khas,1
0,5,4,1,IFFCO Chowk,1
0,5,4,1,Lok Kalyan Marg,1
0,5,4,1,MG Road,1
0,5,4,1,Panipat,1
0,5,4,1,Rithala,1
0,5,4,1,Sarojini Nagar,1
0,5,5,1,AIIMS,1
0,5,5,1,Inderlok,2
0,5,5,1,Khandsa,1
0,5,5,1,Narsinghpur,1
0,5,5,1,Noida Extension,1
0,5,5,1,Noida Sector 18,2
0,5,5,1,Preet Vihar,1
0,5,5,1,Rohini East,1
0,5,5,1,Udyog Bhawan,1
0,5,5,1,Vaishali,1
0,5,6,1,Ashok Park Main,1
0,5,6,1,Basai Dhankot,1
0,5,6,1,IGI Airport,1
0,5,6,1,ITO,1
0,5,6,1,Kashmere Gate ISBT,1
0,5,6,1,Kaushambi,1
0,5,6,1,Madipur,1
0,5,6,1,Model Town,1
0,5,6,1,Noida Extension,1
0,5,6,1,Saket,1
0,5,6,1,Seelampur,1
0,5,6,1,Shastri Nagar,1
0,5,6,1,Tis Hazari,1
0,5,6,1,Tughlakabad,1
0,5,6,1,Vidhan Sabha,1
0,5,7,1,Arjangarh,2
0,5,7,1,Bhikaji Cama Place,1
0,5,7,1,IMT Manesar,1
0,5,7,1,Jor Bagh,1
0,5,7,1,Khandsa,1
0,5,7,1,Model Town,1
0,5,7,1,Moolchand,1
0,5,7,1,Panipat,1
0,5,8,1,Akshardham,1
0,5,8,1,Ardee City,1
0,5,8,1,Bhiwadi,1
0,5,8,1,Chanakyapuri,1
0,5,8,1,Jor Bagh,1
0,5,8,1,Kashmere Gate,1
0,5,8,1,Mundka,1
0,5,8,1,Sarojini Nagar,1
0,5,8,1,Tughlakabad,1
0,5,9,1,Ambience Mall,2
0,5,9,1,Ardee City,1
0,5,9,1,Barakhamba Road,1
0,5,9,1,Cyber Hub,1
0,5,9,1,IGI Airport,1
0,5,9,1,Indirapuram,1
0,5,9,1,Noida Sector 62,1
0,5,9,1,Panchsheel Park,1
0,5,9,1,Patel Chowk,1
0,5,9,1,Pulbangash,1
0,5,9,1,Sadar Bazar Gurgaon,1
0,5,9,1,Subhash Nagar,1
0,5,10,1,Anand Vihar ISBT,1
0,5,10,1,Azadpur,1
0,5,10,1,Inderlok,1
0,5,10,1,Kashmere Gate ISBT,1
0,5,10,1,Model Town,1
0,5,10,1,Moolchand,1
0,5,10,1,Moti Nagar,1
0,5,10,1,Okhla,1
0,5,10,1,Sonipat,1
0,5,10,1,South Extension,1
0,5,11,1,Ardee City,1
0,5,11,1,Ghaziabad,1
0,5,11,1,Gwal Pahari,1
0,5,11,1,Hauz Rani,1
0,5,11,1,Janakpuri,1
0,5,11,1,Jasola,1
0,5,11,1,Kalkaji,1
0,5,12,1,Greater Kailash,1
0,5,12,1,ITO,1
0,5,12,1,Kanhaiya Nagar,1
0,5,12,1,Karkarduma,1
0,5,12,1,Keshav Puram,1
0,5,12,1,Lajpat Nagar,1
0,5,12,1,Maidan Garhi,1
0,5,12,1,Nehru Place,1
0,5,12,1,New Delhi Railway Station,1
0,5,12,1,Paschim Vihar,1
0,5,12,1,Preet Vihar,1
0,5,12,1,Rajiv Chowk,1
0,5,12,1,Seelampur,1
0,5,12,1,Sohna Road,1
0,5,12,1,Vidhan Sabha,1
0,6,1,1,Adarsh Nagar,1
0,6,1,1,Aya Nagar,1
0,6,1,1,Bahadurgarh,1
0,6,1,1,GTB Nagar,1
0,6,1,1,Hero Honda Chowk,3
0,6,1,1,IIT Delhi,1
0,6,1,1,Jor Bagh,1
0,6,1,1,Kalkaji,1
0,6,1,1,Khan Market,1
0,6,1,1,Nirman Vihar,1
0,6,1,1,Pitampura,1
0,6,1,1,Saidulajab,1
0,6,1,1,Saket A Block,1
0,6,1,1,Shastri Nagar,1
0,6,1,1,Subhash Nagar,1
0,6,2,1,Adarsh Nagar,1
0,6,2,1,Bahadurgarh,1
0,6,2,1,Janakpuri,1
0,6,2,1,Okhla,1
0,6,2,1,Paharganj,1
0,6,2,1,Panipat,1
0,6,2,1,Pataudi Chowk,1
0,6,2,1,Rohini,1
0,6,3,1,AIIMS,1
0,6,3,1,Badarpur,1
0,6,3,1,Cyber Hub,1
0,6,3,1,Faridabad Sector 15,1
0,6,3,1,Gurgaon Sector 29,1
0,6,3,1,Jahangirpuri,1
0,6,3,1,Janakpuri,1
0,6,3,1,Jasola,1
0,6,3,1,Karol Bagh,1
0,6,3,1,Kashmere Gate,1
0,6,3,1,Keshav Puram,2
0,6,3,1,New Delhi Railway Station,1
0,6,3,1,Panipat,1
0,6,3,1,Pataudi Chowk,1
0,6,3,1,Subhash Chowk,1
0,6,3,1,Subhash Nagar,1
0,6,3,1,Tilak Nagar,1
0,6,3,1,Tis Hazari,1
0,6,4,1,Ashok Park Main,1
0,6,4,1,DLF City Court,1
0,6,4,1,Ghitorni Village,1
0,6,4,1,Madipur,1
0,6,4,1,Mansarovar Park,1
0,6,4,1,South Extension,1
0,6,4,1,Tagore Garden,1
0,6,5,1,Chirag Delhi,1
0,6,5,1,India Gate,1
0,6,5,1,Pulbangash,2
0,6,5,1,Rohini,1
0,6,5,1,Rohini West,1
0,6,5,1,Shastri Park,1
0,6,5,1,Sultanpur,1
0,6,5,1,Tughlakabad,1
